project,pr,clone_fingerprint,start_commit,end_commit,total_commits,categoria,distancia,duracao
introspect,500,223998090a91859b0844d84ea7105d4a,1,1,1,ini_mei_final,0.0,1.0
introspect,500,223998090a91859b0844d84ea7105d4a,1,1,1,ini_mei_final,0.0,1.0
