project,pr,clone_fingerprint,start_commit,end_commit,total_commits,categoria,distancia,duracao
gb28181-proxy,38,4a281264ff09116327a68c9d920da76c,2,2,2,unique_final,1.0,0.5
gb28181-proxy,38,4a281264ff09116327a68c9d920da76c,2,2,2,unique_final,1.0,0.5
